Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
2,1,5,5,0,2,2,3,0,1,45,1,2,0,1,12492,6,400,2,4,3,2,7,5,1,0,0,3,0,0,1996,2,No
2,1,0,6,0,4,2,2,0,1,52,1,2,0,2,12493,3,400,2,4,3,0,7,6,0,0,0,0,0,0,1996,2,No
1,5,2,3,0,3,2,1,1,1,38,0,1,0,1,12494,14,400,1,4,3,0,3,5,0,0,0,0,0,0,1996,1,No
1,4,6,1,0,1,2,3,0,0,29,0,2,0,1,12495,4,400,1,4,3,0,5,4,0,0,0,1,0,0,1996,2,No
1,4,5,0,0,4,2,1,0,1,55,0,2,0,1,12496,7,500,4,4,3,0,6,6,0,0,0,1,3,1,1996,2,No
9,1,1,0,0,4,9,2,0,1,30,0,1,0,1,12497,6,400,2,4,3,2,6,4,0,0,0,3,0,0,1996,1,No
6,3,6,5,0,1,6,3,0,1,30,0,1,0,2,12498,13,400,3,4,3,2,6,4,0,0,0,2,0,0,1996,1,No
5,1,1,1,0,2,5,2,0,0,26,0,0,2,1,12499,4,400,1,4,3,2,4,4,0,0,0,0,0,0,1996,0,No
4,2,2,0,0,2,4,3,0,1,36,0,0,2,1,12500,15,400,1,4,3,2,6,5,0,0,0,0,0,0,1996,0,No
4,2,1,5,0,5,4,2,0,1,48,0,0,2,1,12501,4,400,4,4,3,2,4,6,0,0,0,0,0,0,1996,0,No
2,4,5,0,0,3,3,2,0,1,28,1,2,0,1,12502,6,400,2,4,3,0,6,4,0,0,0,1,0,0,1996,2,No
2,3,0,4,0,1,2,4,0,1,46,0,1,0,1,12503,16,400,1,4,3,2,6,6,0,0,0,0,0,0,1996,1,No
4,4,5,3,0,5,4,4,0,0,35,0,1,0,1,12504,7,400,3,4,3,0,5,4,0,0,0,0,0,0,1996,1,Yes
2,3,0,1,0,2,3,3,1,1,48,1,2,0,1,12505,5,400,3,4,3,0,6,6,0,0,0,1,0,0,1996,2,No
2,1,3,3,0,1,2,2,0,1,49,1,0,2,2,12506,4,400,4,4,3,2,6,6,0,0,0,0,0,2,1996,0,No
2,1,2,5,0,2,2,1,0,1,27,0,1,0,1,12507,5,400,4,4,3,3,5,4,0,0,0,3,0,0,1996,1,No
4,4,5,0,0,2,4,5,0,1,55,1,7,2,5,12508,7,400,4,4,3,1,7,6,0,0,0,0,0,0,1996,1,No
1,3,3,5,0,5,2,1,1,1,27,0,0,2,2,12509,15,400,2,4,3,2,5,4,0,0,0,2,0,0,1996,0,No
1,1,0,5,0,2,1,2,0,1,39,0,5,1,5,12510,16,400,1,4,3,3,6,5,0,0,0,1,0,0,1996,2,No
11,3,4,3,0,2,11,3,0,1,40,0,1,0,2,12511,15,400,2,4,3,0,6,5,0,0,0,3,0,0,1996,1,No
9,3,4,5,0,3,9,4,0,1,30,0,2,0,0,12512,4,400,1,4,3,2,5,4,0,0,0,3,0,0,1996,2,No
3,3,1,1,0,1,3,3,0,0,26,0,1,0,1,12513,13,400,4,4,3,2,5,4,0,0,0,0,0,0,1996,1,No
3,3,2,5,0,2,3,3,0,1,46,0,1,0,1,12514,4,400,3,4,3,2,7,6,0,0,0,1,0,0,1996,1,No
9,2,6,4,0,2,9,3,0,1,47,0,1,0,2,12515,16,400,1,4,3,0,7,6,0,0,0,3,0,0,1996,1,No
7,2,3,14,0,5,7,2,0,0,56,0,4,1,3,12516,16,400,1,4,3,2,7,7,0,0,0,2,0,0,1996,1,No
11,1,5,1,0,1,11,1,1,0,28,1,1,0,0,12517,2,400,4,4,3,0,4,4,0,0,0,0,4,1,1996,1,No
10,4,1,5,0,2,10,4,0,1,73,0,1,0,2,12518,11,400,2,4,3,0,7,8,0,0,0,0,0,0,1996,1,No
4,4,6,4,0,3,4,5,0,0,35,0,1,0,1,12519,9,400,3,4,3,1,5,4,0,0,0,0,0,0,1996,1,Yes
6,3,3,4,0,3,6,4,0,1,43,0,2,0,5,12520,3,400,2,4,3,0,6,5,0,0,0,0,0,0,1996,2,No
11,5,3,1,0,1,0,1,0,0,43,0,0,2,2,12521,1,400,2,4,3,2,6,5,0,0,0,0,0,0,1996,0,No
0,5,1,3,0,2,3,1,0,1,42,0,2,0,5,12522,13,400,3,4,3,2,6,5,0,0,0,0,0,0,1996,2,No
1,4,1,0,0,2,1,4,0,1,36,0,1,0,2,12523,8,400,1,4,3,0,6,5,0,0,0,0,0,0,1996,1,No
2,2,0,0,0,4,2,3,1,0,30,0,1,0,1,12524,10,400,3,4,3,3,4,4,0,0,0,0,0,0,1996,1,No
2,3,2,11,1,2,2,3,0,1,54,0,0,2,3,12525,7,700,4,4,3,0,7,6,0,0,0,3,0,0,1996,0,No
3,3,3,5,0,2,3,4,0,1,39,0,2,0,1,12526,7,400,3,4,3,2,6,5,0,0,0,1,0,0,1996,2,No
4,2,3,0,0,3,4,2,0,1,26,0,0,2,2,12527,11,400,1,4,3,3,6,4,0,0,0,0,0,0,1996,0,No
4,3,4,3,0,5,4,3,0,0,38,0,1,0,1,12528,4,400,3,4,3,0,6,5,0,0,0,0,0,0,1996,1,No
4,3,5,5,0,2,4,5,0,0,23,0,1,0,1,12529,14,400,3,4,3,0,4,3,0,0,0,0,0,0,1996,1,No
4,4,6,0,1,1,4,5,0,1,45,0,2,0,0,12530,8,400,4,4,3,0,5,5,0,0,0,0,0,0,1996,2,Yes
5,1,3,4,0,3,5,3,0,0,28,0,5,1,5,12531,8,400,2,4,3,3,4,4,0,0,0,0,0,0,1996,2,No
5,1,5,5,0,2,5,2,0,1,48,0,1,0,1,12532,11,400,3,4,3,1,6,6,0,0,0,0,0,0,1996,1,No
5,3,0,4,0,4,5,4,0,1,46,0,2,0,2,12533,10,400,1,4,3,2,7,6,0,0,0,1,0,0,1996,2,No
5,3,6,5,0,1,5,3,1,1,30,0,1,0,1,12534,3,400,3,4,3,0,5,4,0,0,0,0,0,0,1996,1,No
5,5,2,5,0,1,6,1,0,1,51,0,1,0,1,12535,3,400,3,4,3,0,7,6,0,0,0,3,0,0,1996,1,No
5,4,1,1,0,1,5,4,0,0,29,0,0,2,1,12536,14,400,4,4,3,0,2,4,0,0,0,0,0,0,1996,0,No
5,5,3,0,0,3,5,5,0,1,68,0,0,2,1,12537,16,400,2,4,3,2,7,8,0,0,0,2,0,0,1996,0,No
6,5,4,5,0,3,7,1,0,1,56,1,1,0,1,12538,5,400,4,4,3,2,7,7,0,0,0,2,4,1,1996,1,No
6,5,5,0,0,3,8,3,0,1,49,1,2,0,1,12539,3,400,3,4,3,1,7,6,0,0,0,1,0,0,1996,2,No
7,4,4,5,0,2,8,2,0,1,76,0,2,0,1,12540,2,400,3,4,3,1,7,8,0,0,0,3,0,0,1996,2,No
9,2,3,0,0,2,9,3,0,1,30,1,1,0,1,12541,15,400,3,4,3,2,5,4,0,0,0,1,0,0,1996,1,No
9,4,4,5,0,4,9,4,0,0,30,0,0,2,1,12542,4,400,2,4,3,2,3,4,0,0,0,0,0,0,1996,0,No
10,1,5,5,0,2,10,2,1,1,41,0,2,0,1,12543,9,400,4,4,3,0,4,5,0,0,0,0,0,0,1996,2,No
10,1,0,0,0,1,10,2,0,1,30,0,0,2,1,12544,7,400,1,4,3,3,6,4,0,0,0,2,0,0,1996,0,No
10,2,1,3,0,1,10,2,0,1,57,0,1,0,2,12545,7,400,2,4,3,0,7,7,0,0,0,2,0,0,1996,1,No
11,2,3,1,1,1,11,2,0,1,51,0,1,0,1,12546,15,400,4,4,3,1,4,6,0,0,0,1,0,0,1996,1,No
1,1,3,1,0,2,1,5,0,1,37,0,2,0,5,12547,11,500,1,4,3,1,6,5,0,0,0,0,3,2,1996,2,No
2,1,0,3,0,3,2,2,0,1,44,0,0,2,1,12548,9,400,4,4,3,2,6,5,0,0,0,3,0,0,1996,0,No
2,2,3,5,0,5,2,3,0,1,46,0,1,0,2,12549,5,400,3,4,3,3,7,6,0,0,0,3,0,0,1996,1,No
4,4,6,5,0,2,4,5,0,1,48,0,2,0,1,12550,10,400,4,4,3,0,7,6,0,0,0,0,0,0,1996,2,Yes
3,4,5,1,0,4,3,4,0,1,27,0,2,0,1,12551,15,400,3,4,3,0,5,4,0,0,0,3,0,0,1996,2,No
5,2,6,5,0,4,6,3,0,1,32,0,1,0,1,12552,16,400,1,4,3,0,6,4,1,0,0,1,0,0,1996,1,No
6,2,6,5,0,4,6,2,0,0,19,0,0,2,1,12553,14,400,4,4,3,1,3,2,0,0,0,0,0,0,1996,0,No
6,2,0,0,0,4,6,2,0,1,45,1,1,0,1,12554,6,400,2,4,3,1,7,5,0,0,0,3,0,0,1996,1,No
4,5,0,3,0,3,5,4,0,1,48,1,1,0,1,12555,2,400,4,4,3,1,7,6,1,0,0,0,0,0,1996,1,No
6,3,5,0,0,4,6,3,0,0,34,0,0,2,2,12556,3,700,3,2,3,0,6,4,0,0,0,0,0,0,1996,0,No
6,3,3,5,0,3,6,3,0,1,51,0,2,0,0,12557,10,400,4,4,3,1,7,6,0,0,0,0,0,0,1996,2,No
4,5,0,3,0,4,5,1,0,1,32,1,1,0,2,12558,15,400,1,4,3,2,6,4,0,0,0,0,0,0,1996,1,No
6,3,2,3,0,4,6,3,0,0,22,1,2,0,1,12559,15,400,2,4,3,1,5,3,0,0,0,2,2,1,1996,2,No
9,1,2,5,0,4,9,1,0,1,71,1,2,0,0,12560,16,400,3,4,3,2,6,8,0,0,0,1,0,0,1996,2,No
4,5,0,11,0,5,5,1,0,1,40,1,2,0,2,12561,3,400,1,4,3,0,5,5,0,0,0,2,0,0,1996,2,No
10,2,2,0,0,5,10,2,0,1,43,0,1,0,1,12562,8,400,3,4,3,2,6,5,0,0,0,3,0,0,1996,1,No
9,3,5,1,0,3,10,4,0,1,72,0,1,0,1,12563,16,400,1,4,3,2,7,8,0,0,0,3,0,0,1996,1,No
8,3,3,5,1,1,8,4,0,1,55,0,1,0,2,12564,12,400,2,4,3,2,7,6,0,0,0,3,0,0,1996,1,No
7,3,3,15,0,2,7,4,0,1,42,0,1,0,2,12565,7,400,2,4,3,0,6,5,0,0,0,0,0,0,1996,1,No
7,1,4,1,0,4,7,1,1,0,30,0,0,2,1,12566,5,400,4,4,3,2,4,4,0,0,0,0,0,0,1996,0,No
7,1,3,3,0,4,7,1,0,0,29,0,1,0,0,12567,3,400,4,4,3,2,6,4,0,0,0,3,0,0,1996,1,No
6,3,4,0,1,3,7,1,1,1,53,0,0,2,1,12568,16,400,1,4,3,2,6,6,0,0,0,1,0,0,1996,0,No
4,5,1,0,0,3,4,5,0,1,45,0,1,0,1,12569,15,400,4,4,3,1,7,5,0,0,0,0,0,0,1996,1,Yes
6,3,3,5,0,2,6,4,0,1,35,1,2,0,1,12570,5,400,4,4,3,1,5,4,0,0,0,0,0,0,1996,2,No
6,2,6,0,0,1,6,2,0,1,49,0,2,0,1,12571,15,400,4,4,3,0,7,6,0,0,0,2,0,0,1996,2,No
6,2,5,2,0,2,6,2,0,1,42,0,1,0,4,12572,12,400,1,2,2,0,7,5,0,0,0,0,0,0,1996,1,No
4,4,5,3,0,1,4,5,0,1,30,0,0,2,2,12573,1,400,4,4,3,2,5,4,0,0,0,1,0,0,1996,0,No
4,3,3,3,0,3,4,3,1,0,49,0,0,2,5,12574,14,400,1,4,3,1,5,6,0,0,0,0,0,0,1996,0,No
4,3,2,0,0,3,4,3,0,0,27,0,0,2,5,12575,3,400,4,4,3,2,5,4,0,0,0,1,0,0,1996,0,No
3,4,0,5,1,1,3,4,0,0,32,1,2,0,2,12576,12,400,2,4,3,0,6,4,0,0,0,0,0,0,1996,2,No
3,4,0,1,0,1,3,4,1,0,29,0,0,2,1,12577,10,400,4,4,3,2,6,4,0,0,0,0,0,0,1996,0,No
3,3,3,11,0,5,3,4,0,1,71,0,0,2,2,12578,12,400,3,4,3,3,7,8,0,0,0,3,0,0,1996,0,No
1,4,5,0,0,1,2,4,1,0,26,0,2,0,1,12579,4,400,4,4,3,1,6,4,1,0,0,3,0,0,1996,2,No
0,4,3,2,0,4,2,3,0,1,34,0,2,0,1,12580,7,400,3,4,3,1,5,4,0,0,0,2,4,1,1996,2,No
11,3,3,1,0,4,11,4,0,1,43,0,0,2,1,12581,15,400,3,4,3,0,7,5,0,0,0,1,0,0,1996,0,No
10,4,1,0,0,2,10,4,0,1,50,0,0,2,1,12582,2,400,4,4,3,3,7,6,0,0,0,0,0,0,1996,0,No
10,2,5,4,0,5,10,2,0,1,45,0,0,2,2,12583,7,400,4,4,3,3,6,5,0,0,0,0,0,0,1996,0,No
10,2,5,3,0,5,10,3,0,0,18,0,1,0,1,12584,16,400,3,4,3,0,1,2,0,0,0,1,0,0,1996,1,No
10,1,5,1,0,5,10,2,0,1,40,0,2,0,0,12585,16,400,4,4,3,1,6,5,0,0,0,1,0,0,1996,2,No
10,1,4,6,0,3,10,2,1,1,39,0,2,0,5,12586,6,400,3,4,3,2,4,5,0,0,0,1,0,0,1996,2,No
10,1,2,5,0,5,11,3,1,0,26,1,1,0,1,12587,8,700,2,4,3,3,6,4,0,0,0,2,0,0,1996,1,No
10,1,3,5,0,1,10,2,0,1,47,1,2,0,0,12588,14,400,3,4,3,1,7,6,0,0,0,0,0,2,1996,2,No
9,2,3,1,0,5,9,3,0,0,35,0,2,0,0,12589,5,400,4,4,3,1,5,4,0,0,0,3,0,0,1996,2,No
9,2,4,1,0,2,10,2,0,0,31,0,0,2,1,12590,13,400,2,4,3,2,5,4,0,0,0,2,0,0,1996,0,No
8,3,1,1,0,3,8,4,0,1,46,0,1,0,1,12591,10,400,4,4,3,1,7,6,0,0,0,2,0,0,1996,1,No
8,3,2,4,0,4,8,4,0,1,59,0,1,0,3,12592,12,400,2,4,3,2,7,7,0,0,0,3,0,0,1996,1,No
7,4,5,1,0,4,8,1,0,1,73,0,0,2,1,12593,10,400,2,4,3,1,7,8,0,0,0,2,0,0,1996,0,No
4,5,2,4,0,5,5,1,1,1,37,1,1,0,1,12594,9,400,1,4,3,1,6,5,0,0,0,0,0,0,1996,1,No
7,4,6,1,0,1,7,5,0,1,41,0,0,2,1,12595,2,400,2,4,3,2,6,5,0,0,0,3,0,0,1996,0,No
6,4,1,5,0,2,6,4,0,1,33,0,0,2,2,12596,14,400,4,4,3,3,6,4,0,0,0,2,0,0,1996,0,No
6,2,4,4,0,4,6,3,1,0,32,0,0,2,1,12597,13,400,2,4,3,2,4,4,0,0,0,0,0,0,1996,0,No
5,4,6,4,0,1,5,4,0,1,36,0,0,2,3,12598,2,500,2,4,3,2,7,5,0,0,0,2,3,0,1996,0,No
5,4,5,1,0,2,6,2,0,0,27,0,1,0,2,12599,4,400,1,4,3,0,6,4,0,0,0,0,0,0,1996,1,No
5,3,1,5,0,1,5,3,0,1,45,0,0,2,0,12600,12,400,3,4,3,2,6,5,0,0,0,0,0,0,1996,0,No
5,3,3,1,0,5,5,3,0,0,31,0,1,0,1,12601,16,400,1,4,3,1,5,4,0,0,0,0,4,1,1996,1,No
5,1,5,4,1,1,5,1,0,1,52,0,0,2,1,12602,14,400,1,4,3,3,6,6,0,0,0,1,0,0,1996,0,No
5,1,6,5,0,2,5,2,0,1,61,1,2,0,2,12603,8,400,3,4,3,2,7,7,0,0,0,0,0,0,1996,2,No
4,5,0,3,0,4,5,1,0,1,56,1,2,0,2,12604,11,400,3,4,3,0,7,7,0,0,0,0,0,0,1996,2,No
4,4,2,8,0,4,5,2,0,1,55,0,1,0,1,12605,10,400,1,4,3,1,7,6,0,0,0,2,0,0,1996,1,No
4,3,5,5,0,5,4,4,0,1,58,0,0,2,5,12606,13,400,4,4,3,3,6,7,0,0,0,0,0,0,1996,0,No
4,1,4,0,0,1,4,2,0,1,52,1,1,0,1,12607,16,400,1,4,3,2,7,6,0,0,0,3,0,0,1996,1,No
3,4,2,0,0,1,4,3,0,1,27,1,2,0,1,12608,11,400,1,4,3,1,5,4,0,0,0,0,0,0,1996,2,No
3,3,3,5,1,5,3,4,0,1,49,0,0,2,2,12609,15,400,4,4,3,3,6,6,0,0,0,2,0,0,1996,0,No
4,5,3,5,0,5,5,1,0,0,31,1,2,0,3,12610,15,400,1,4,3,1,5,4,0,0,0,0,0,0,1996,2,No
2,3,3,1,0,1,2,4,0,1,53,1,0,2,2,12611,10,400,1,4,3,3,7,6,0,0,0,3,0,0,1996,0,No
2,2,4,1,0,5,2,2,0,1,63,1,1,0,1,12612,2,400,1,4,3,0,7,7,0,0,0,0,0,0,1996,1,No
2,2,2,4,0,2,2,2,0,1,29,0,0,2,1,12613,3,400,4,4,3,2,5,4,0,0,0,0,0,0,1996,0,No
2,1,3,2,0,4,2,1,0,1,54,0,2,0,3,12614,10,400,3,4,3,0,7,6,0,0,0,2,0,0,1996,2,No
1,4,1,4,0,2,2,1,1,0,40,0,1,0,1,12615,2,400,2,4,3,0,6,5,0,0,0,0,0,0,1996,1,No
0,5,6,4,0,1,0,5,0,1,36,1,0,2,1,12616,16,400,4,4,3,2,6,5,0,0,0,3,0,0,1996,0,No
0,5,5,0,0,1,0,5,0,1,44,0,0,2,2,12617,9,400,2,4,3,3,6,5,0,0,0,0,0,0,1996,0,No
10,4,1,0,0,1,10,4,0,0,24,0,0,2,1,12618,2,400,2,4,3,2,4,3,0,0,0,3,0,0,1996,0,No
10,3,4,0,0,1,10,4,1,1,33,1,1,0,0,12619,7,400,1,4,3,1,5,4,0,0,0,0,0,0,1996,1,No
10,4,4,5,0,4,10,4,0,0,35,0,0,2,2,12620,11,400,3,4,3,0,5,4,0,0,0,2,0,0,1996,0,No
10,4,4,5,0,5,10,4,0,1,74,0,1,0,2,12621,9,400,4,4,3,2,7,8,0,0,0,2,0,0,1996,1,No
10,4,3,1,0,3,10,4,0,1,45,1,0,2,2,12622,1,400,3,4,3,2,7,5,0,0,0,3,4,1,1996,0,No
4,5,3,6,0,5,5,1,0,1,44,0,0,2,5,12623,14,400,2,4,3,3,6,5,0,0,0,3,0,0,1996,0,No
1,3,0,1,0,4,3,5,0,0,26,0,1,0,0,12624,2,400,1,4,3,0,6,4,0,0,0,2,0,0,1996,1,No
5,2,3,4,0,3,5,2,0,1,49,1,1,0,2,12625,2,400,3,4,3,2,6,6,0,0,0,2,0,0,1996,1,No
4,2,2,4,0,4,4,2,0,0,33,0,1,0,2,12626,12,400,3,4,3,2,5,4,0,0,0,1,0,0,1996,1,No
4,2,1,4,0,1,4,2,1,0,34,1,1,0,1,12627,13,400,3,4,3,0,5,4,0,0,0,0,0,0,1996,1,No
2,1,6,5,0,1,2,3,0,1,54,0,0,2,1,12628,5,400,2,4,3,2,7,6,0,0,0,1,0,0,1996,0,No
11,5,3,11,0,1,0,1,0,0,36,1,2,0,3,12629,10,400,2,4,3,2,6,5,0,0,0,3,0,2,1996,2,No
11,4,3,3,0,3,11,4,0,0,33,0,0,2,1,12630,2,400,1,4,3,1,5,4,0,0,0,0,0,0,1996,0,No
3,2,4,0,1,1,3,3,0,1,57,0,1,0,2,12631,2,400,3,4,3,1,7,7,1,1,1,3,0,0,1996,1,No
5,2,4,1,0,1,5,2,0,1,34,0,0,2,1,12632,3,400,4,4,3,3,6,4,0,0,0,3,0,0,1996,0,No
5,2,3,5,0,4,5,2,0,1,48,0,0,2,1,12633,2,400,4,4,3,2,6,6,0,0,0,3,0,0,1996,0,No
9,4,5,7,0,1,9,5,0,1,63,0,0,2,2,12634,15,400,4,4,3,3,7,7,0,0,0,0,0,0,1996,0,No
9,4,1,4,0,1,9,4,1,0,34,0,0,2,2,12635,7,400,3,4,3,0,5,4,0,0,0,0,0,0,1996,0,No
4,5,3,5,0,2,5,1,0,1,45,1,1,0,1,12636,9,400,2,4,3,1,7,5,0,0,0,0,0,0,1996,1,No
9,5,6,0,0,2,10,4,0,0,45,1,0,2,1,12637,12,400,4,4,3,1,7,5,0,0,0,3,0,0,1996,0,No
9,5,6,3,0,5,10,1,1,0,21,0,0,2,1,12638,6,400,2,4,3,2,2,3,0,0,0,1,0,0,1996,0,No
6,4,5,0,1,1,7,2,0,0,0,0,1,0,5,12639,5,400,3,4,3,0,0,0,0,0,0,0,0,0,1996,1,No
1,2,0,2,0,5,1,3,0,0,26,0,1,0,3,12640,4,400,3,4,3,3,5,4,0,0,0,1,0,0,1996,1,No
1,3,1,3,0,5,1,4,0,1,34,0,1,0,1,12641,5,400,2,4,3,1,6,4,0,0,0,0,0,0,1996,1,No
4,3,0,4,0,2,4,3,0,1,48,0,1,0,5,12642,16,400,2,4,3,1,3,6,0,0,0,0,0,0,1996,1,No
4,2,0,1,1,5,7,4,0,0,30,0,2,0,0,12643,13,400,4,4,3,0,6,4,0,0,0,3,4,1,1996,2,No
6,2,6,5,0,1,6,2,0,0,36,0,0,2,2,12644,1,400,4,4,3,2,6,5,0,0,0,0,0,0,1996,0,No
5,3,1,5,0,2,5,5,1,1,46,0,0,2,1,12645,8,400,4,4,3,0,6,6,0,0,0,3,0,0,1996,0,No
5,2,6,0,1,3,6,3,0,1,42,0,2,0,0,12646,14,400,2,4,3,1,5,5,0,0,0,0,0,0,1996,2,No
8,4,5,0,0,1,8,4,0,1,30,1,0,2,1,12647,4,400,1,4,3,1,4,4,0,0,0,0,0,0,1996,0,No
8,4,0,5,0,1,8,4,0,1,30,0,1,0,1,12648,11,400,3,4,3,3,4,4,0,0,0,3,0,0,1996,1,No
8,4,3,1,0,4,8,4,0,0,29,0,0,2,1,12649,6,700,4,4,3,2,6,4,0,0,0,0,3,0,1996,0,No
10,4,4,5,0,5,10,4,0,0,25,1,1,0,2,12650,15,400,3,3,2,3,1,3,0,0,0,0,2,0,1996,1,No
2,3,3,3,0,3,2,3,0,0,33,0,0,2,1,12651,1,400,3,4,3,2,6,4,0,0,0,3,0,0,1996,0,No
2,3,4,4,0,2,2,4,0,1,61,1,1,0,2,12652,2,400,2,4,3,0,7,7,0,0,0,3,0,0,1996,1,No
1,3,1,5,0,4,2,3,0,1,43,0,0,2,3,12653,12,400,2,4,3,1,6,5,0,0,0,0,0,0,1996,0,No
5,1,4,0,0,5,5,1,0,1,46,0,1,0,1,12654,3,400,1,4,3,1,6,6,0,0,0,1,0,0,1996,1,Yes
3,1,4,5,0,1,3,2,0,1,40,0,0,2,2,12655,11,400,3,4,3,0,7,5,0,0,0,3,0,0,1996,0,No
4,2,1,2,0,2,4,2,1,0,26,0,1,0,2,12656,13,400,4,4,3,0,6,4,0,0,0,0,0,0,1996,1,No
5,1,1,8,1,2,5,1,0,1,41,0,2,0,5,12657,13,400,3,4,3,0,6,5,0,0,0,0,0,0,1996,2,No
5,1,1,0,0,1,5,1,0,1,45,0,0,2,5,12658,8,400,4,4,3,1,6,5,0,0,0,0,0,0,1996,0,No
6,1,0,1,0,3,6,1,1,1,26,0,1,0,1,12659,11,400,4,4,3,0,5,4,0,0,0,2,0,0,1996,1,No
5,5,5,4,0,4,6,2,0,1,44,1,1,0,2,12660,12,400,1,4,3,2,5,5,0,0,0,0,0,0,1996,1,No
5,5,4,1,0,2,6,1,0,1,29,0,0,2,1,12661,12,400,3,4,3,1,6,4,0,0,0,1,0,0,1996,0,No
8,1,0,1,0,5,8,2,1,1,42,0,1,0,1,12662,6,400,3,4,3,2,5,5,0,0,0,1,0,0,1996,1,No
10,3,5,3,0,2,10,4,1,1,31,1,1,0,2,12663,11,400,2,4,3,2,5,4,0,0,0,2,0,0,1996,1,No
10,3,4,5,0,1,10,3,0,0,34,0,2,0,1,12664,5,400,2,4,3,1,5,4,0,0,0,3,4,1,1996,2,No
11,3,3,5,0,3,11,3,0,1,49,0,2,0,1,12665,1,400,4,4,3,0,7,6,0,0,0,3,0,0,1996,2,No
11,2,4,0,0,1,11,2,0,1,62,0,1,0,1,12666,11,400,4,4,3,0,6,7,0,0,0,0,0,0,1996,1,No
10,3,3,0,0,1,10,3,0,1,32,0,0,2,1,12667,12,400,2,4,3,0,5,4,0,0,1,0,0,0,1996,0,No
10,2,5,1,0,2,10,4,0,1,31,0,2,0,1,12668,6,400,3,4,3,1,5,4,0,0,0,1,0,0,1996,2,No
10,2,5,1,0,1,10,4,0,1,47,0,1,0,1,12669,8,400,2,4,3,1,7,6,1,0,0,1,0,0,1996,1,No
9,1,2,3,0,3,9,3,0,1,64,0,1,0,1,12670,11,400,3,4,3,0,7,7,0,0,0,0,0,2,1996,1,No
8,5,5,12,0,5,8,5,0,1,35,0,1,0,2,12671,12,400,4,4,3,3,5,4,0,0,0,3,0,0,1996,1,No
8,1,1,3,1,4,8,4,0,1,43,1,1,0,2,12672,9,400,1,4,3,1,6,5,0,0,0,3,0,0,1996,1,No
5,1,4,1,0,4,5,2,0,1,40,0,2,0,0,12673,7,400,3,4,3,0,7,5,0,0,0,1,0,0,1996,2,Yes
6,4,3,5,0,3,7,1,0,0,22,0,1,0,1,12674,2,400,1,4,3,1,4,3,1,0,0,1,0,0,1996,1,No
6,4,0,1,0,3,6,4,1,1,37,0,0,2,1,12675,12,400,1,4,3,2,6,5,0,0,0,3,0,0,1996,0,No
6,4,1,1,0,2,6,4,0,1,56,1,0,2,1,12676,9,400,3,4,3,1,7,7,0,0,0,2,0,0,1996,0,No
6,3,4,3,0,5,7,1,0,1,32,0,0,2,5,12677,6,400,1,4,3,2,6,4,0,0,0,0,0,0,1996,0,No
6,2,2,3,0,2,6,2,0,0,25,0,0,2,1,12678,7,400,1,4,3,1,4,3,0,0,0,0,0,0,1996,0,No
5,4,1,0,0,3,6,4,0,1,55,0,2,0,1,12679,14,400,1,4,3,1,6,6,0,0,0,0,0,0,1996,2,No
5,3,6,3,0,3,5,4,0,1,70,0,0,2,1,12680,6,700,3,4,3,1,7,8,0,0,0,0,0,0,1996,0,No
4,5,0,5,1,1,4,5,1,1,28,0,1,0,1,12681,5,400,2,4,3,0,4,4,0,0,0,0,0,0,1996,1,No
4,2,5,1,1,3,4,3,0,0,25,0,2,0,0,12682,7,400,2,4,3,0,4,3,0,0,0,0,0,0,1996,2,No
4,2,5,5,1,1,5,2,0,0,32,0,0,2,1,12683,6,400,3,4,3,3,5,4,0,0,0,3,0,0,1996,0,No
2,5,5,0,1,2,4,1,0,1,53,0,2,0,1,12684,7,400,2,4,3,0,7,6,0,0,0,3,0,0,1996,2,No
2,4,5,5,0,1,2,4,0,1,36,0,1,0,1,12685,11,400,2,4,3,0,6,5,0,0,0,3,4,1,1996,1,No
9,4,6,0,1,3,9,4,0,0,26,0,2,0,1,12686,6,400,1,4,3,2,5,4,0,0,0,0,0,0,1996,2,No
9,3,0,5,0,4,10,3,0,1,39,0,2,0,2,12687,5,400,3,4,3,1,7,5,0,0,0,2,0,0,1996,2,No
9,3,6,1,0,1,9,4,0,1,64,1,1,0,1,12688,13,400,1,4,3,2,7,7,0,0,0,1,0,0,1996,1,No
8,2,6,1,0,2,8,2,1,0,26,0,0,2,1,12689,9,400,2,4,3,3,5,4,0,0,0,1,0,0,1996,0,No
8,1,4,5,0,4,8,1,0,1,48,0,0,2,1,12690,2,400,3,4,3,0,6,6,0,0,0,3,0,0,1996,0,No
7,2,6,0,0,3,7,3,1,3,46,0,7,2,5,12691,7,400,2,4,3,1,5,6,0,0,0,2,0,0,1996,1,No
5,1,4,3,0,5,5,1,1,0,39,1,2,0,1,12692,15,400,2,4,3,1,6,5,0,0,0,2,0,0,1996,2,No
